Date,Dialer,Agent,COID,AID,Campaign,Company,Phone,Included on Output File,Submitted As,Passed Type,Incentive Value,Coaching Notes
2/2/2017,F,Kevin Clinton,003A000000fYzYqIAK,001A000000W92g9IAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Advanced Foot/Ankle Specialist Of AZ,4809811800,x,Registered,Registered,$3.50 ,
2/2/2017,F,Kim Warnick,003A000000e7UObIAM,001A000000W8IoeIAF,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Kammana Nirmala MD,4107601930,x,Registered,Registered,$3.50 ,
2/2/2017,F,Kim Warnick,003G0000017RBC7IAO,001A000000W8XAAIA3,OTM Responder - 2017 Jacksonville Dinner Seminar,Satywan Chhabria MD,9042236777,x,Registered,Registered,$3.50 ,
2/2/2017,F,Kim Warnick,003G0000024j2foIAA,001G000001fHHDgIAO,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,The Dermatology Center Of NJ PC,9083939755,x,Registered,Registered,$3.50 ,
2/2/2017,F,Lauren Gerry,003A000000ad2xnIAA,001A000000W8MQBIA3,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Windsor Dermatology,6094434500,x,Registered,Registered,$3.50 ,
2/2/2017,F,Lauren Gerry,003A000000bjyoCIAQ,001A000000W8SuqIAF,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Clinica La Familia,6025693999,x,Registered,Registered,$3.50 ,
2/2/2017,F,Robyn Davis,003G000002aAXPaIAO,001G000001d6ZgyIAE,OTM Responder - 2017 Jacksonville Dinner Seminar,Florida Sleep Centers,9042157556,x,Registered,Registered,$3.50 ,
2/2/2017,F,Ryan Fish,003A000000ad79ZIAQ,001A000000W8pc3IAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Elite Medical Care,7324096440,x,Registered,Registered,$3.50 ,
2/2/2017,F,Ryan Fish,003A000000fYZ9OIAW,001A000000W8vujIAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Culbertson Bruce & Lythgoe MDs,6023512229,x,Registered,Registered,$3.50 ,
2/3/2017,F,Amy Day,003A000000ewSTMIA2,001A000000W8aUfIAJ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Ashok K Gupta MD,2486816577,x,Registered,Registered,$3.50 ,
2/3/2017,F,Amy Day,003G000000rdvvtIAA,001A000000OqytwIAB,OTM Responder - 2017 Jacksonville Dinner Seminar,Bernard L Pacella Jr MD,3863853614,x,Registered,Registered,$3.50 ,
2/3/2017,F,Allison Novak,003G0000013UdW3IAK,001G000000pHaf9IAC,OTM Responder - 2017 Jacksonville Dinner Seminar,Rheumatology Associates of Jacksonville,9043674460,x,Registered,Registered,$3.50 ,
2/3/2017,F,Anne Peabody,003A000000evOk2IAE,001A000000W9M8fIAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Metropolitan Medical Associates,5865739365,x,Registered,Registered,$3.50 ,
2/3/2017,F,Anne Peabody,003G000002LDdzYIAT,001G000001qkuxOIAQ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,American Regenerative Clinic,2488764242,x,Registered,Registered,$3.50 ,
2/3/2017,F,Anthony Ryan,003G000002LDpMtIAL,001G000001qkwuaIAA,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Chetankumar Chauhan MD,9083881716,x,Registered,Registered,$3.50 ,
2/3/2017,F,Barnaby Thomas,003G0000013UMsHIAW,001G000000pHZALIA4,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Ahmad M Abu-Ghaida MD FACS,4109181525,x,Registered,Registered,$3.50 ,
2/3/2017,F,Debora Fleury,003A000000ev822IAA,001A000000W908sIAB,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Harold R Ruettinger DO PC,3135614540,x,Registered,Registered,$3.50 ,
2/3/2017,F,Gerard Pitts,003G000002LCwZCIA1,001G000001mcssXIAQ,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Florham Park Surgery Center,9738059960,x,Registered,Registered,$3.50 ,
2/3/2017,F,Gerard Pitts,003A000000ad8prIAA,001A000000W8rbVIAR,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Roselle Park Medical Assoc,9082410044,x,Registered,Registered,$3.50 ,
2/3/2017,F,Gerard Pitts,003A000000ad8LtIAI,001A000000W8kg4IAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Lawrenceville Internal Medicine,6098960303,x,Registered,Registered,$3.50 ,
2/3/2017,F,Gerard Pitts,003G000002LDcvHIAT,001G000001qkqCYIAY,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Judith Hahn NP,6027101113,x,Registered,Registered,$3.50 ,
2/3/2017,F,John Bonetti,003A000000e7TPWIA2,001A000000W9ItLIAV,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Maryland Vascular Specialists,4108254530,x,Registered,Registered,$3.50 ,
2/3/2017,F,John Bonetti,003A000000adR0dIAE,001A000000W8beoIAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Narendra D Patel MD,9084860990,x,Registered,Registered,$3.50 ,
2/3/2017,F,John Bonetti,003G000001z3fUvIAI,001G000001c2sidIAA,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Instant Med,6028994404,x,Registered,Registered,$3.50 ,
2/3/2017,F,John Bonetti,003A000000fYfB4IAK,001A000000W8j9jIAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Weight Loss Institute-Arizona,4808296100,x,Registered,Registered,$3.50 ,
2/3/2017,F,Johanna Dejong,003G0000013UMELIA4,001G000000pHZ5MIAW,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Health Care & Children LLC,4109421115,x,Registered,Registered,$3.50 ,
2/3/2017,F,Jeff Grygiel,003A000000eweiyIAA,001A000000W9Ad7IAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Comprehensive Health Care Of Mi,5867318200,x,Registered,Registered,$3.50 ,
2/3/2017,F,Jeff Grygiel,003G000000rdzn3IAA,001G000000gwrHCIAY,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Young Arizona Pediatrics,6232143454,x,Registered,Registered,$3.50 ,
2/3/2017,F,Kevin Clinton,003G000002YdvOwIAJ,001G000001zSETfIAO,OTM Responder - 2017 Feb Phoenix Dinner Seminar,True Care Md,6237774567,x,Registered,Registered,$3.50 ,
2/3/2017,F,Robyn Davis,003A000000ev5IOIAY,001A000000W8NF2IAN,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Rahman & Rahman MDs,7347288200,x,Registered,Registered,$3.50 ,
2/3/2017,F,Ryan Fish,003A000000ewT74IAE,001A000000W8YcEIAV,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Rajakumari L Swamy MD,8106952500,x,Registered,Registered,$3.50 ,
2/6/2017,F,Amy Day,003A000000ev6fqIAA,001A000000W9C6BIAV,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Quality Healthcare,7349465410,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anne Peabody,003A000000e7dcXIAQ,001A000000W8i6YIAR,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Annapolis Infectious Disease,4105739511,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anne Peabody,003A000000e7bpdIAA,001A000000W8QKYIA3,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Richard A Bernstein MD,4102245558,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anne Peabody,003G000001BBxSjIAL,001G000000vO3qPIAS,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Reliance Health Services Pc,2026365136,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anne Peabody,003A000000adAAmIAM,001A000000W8Y9eIAF,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Joyce Nkwonta MD,9085619733,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anne Peabody,003G0000012iR13IAE,001G000000pH9AiIAK,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Lynn B Rapp MD,7183516265,x,Registered,Registered,$3.50 ,
2/6/2017,F,Anthony Ryan,003G0000025ALdAIAW,001A000000W8zMUIAZ,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Kiumarce Kahsi MD,4102843322,x,Registered,Registered,$3.50 ,
2/6/2017,F,Barnaby Thomas,003G000002LDmKJIA1,001G000001qkvA8IAI,OTM Responder - 2017 Jacksonville Dinner Seminar,Arthritis & Rheumatology Care Center,9045036999,x,Registered,Registered,$3.50 ,
2/6/2017,F,Gerard Pitts,003A000000e7SzEIAU,001A000000W8WV7IAN,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Peter P Stamas MD,4108281414,x,Registered,Registered,$3.50 ,
2/6/2017,F,Gerard Pitts,003A000000ewdZgIAI,001A000000W8Nz9IAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Advanced Sleep Neurodiagnostic,2484423700,x,Registered,Registered,$3.50 ,
2/6/2017,F,Gerard Pitts,003G0000013Ud4AIAS,001G000000pHabzIAC,OTM Responder - 2017 Jacksonville Dinner Seminar,St Augustine Endoscopy Center,9048246108,x,Registered,Registered,$3.50 ,
2/6/2017,F,Gerard Pitts,003A000000adR7xIAE,001A000000W8q3pIAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Gennaro E Locurcio MD,9083511333,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003A000000e7SzLIAU,001A000000W8iTXIAZ,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Josephs Turner O'malley Fisher,4102961467,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003G0000011aOfyIAE,001A000000W9HrUIAV,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Brigitte J Abrishami MD,3015912465,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003G0000013ULjoIAG,001G000000pHZ1pIAG,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Capital Neurology Care,3018692358,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003A000000ev5aGIAQ,001A000000W8ndKIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Surinder Mendiratta MD,2483952888,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003G000002YdsojIAB,001G000001zS4zkIAC,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Jayant Jagannathan MD,2487339904,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003G0000017RAzqIAG,001A000000W9765IAB,OTM Responder - 2017 Jacksonville Dinner Seminar,Cardiovascular Consultants,9048238809,x,Registered,Registered,$3.50 ,
2/6/2017,F,John Bonetti,003G0000017RB9KIAW,001A000000W8i01IAB,OTM Responder - 2017 Jacksonville Dinner Seminar,Pain Management North Florida,9046367755,x,Registered,Registered,$3.50 ,
2/6/2017,F,Jeff Grygiel,003G0000017RBB7IAO,001A000000W8pzzIAB,OTM Responder - 2017 Jacksonville Dinner Seminar,Baker & Gilmore Cardiovascularlr Inst,9048800025,x,Registered,Registered,$3.50 ,
2/6/2017,F,Jeff Grygiel,003G0000012gMmlIAE,001G000000pGWaEIAW,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Aparna Medical Associates,7326596650,x,Registered,Registered,$3.50 ,
2/6/2017,F,Jeff Grygiel,003G0000024is0RIAQ,001G000001fHHFcIAO,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Neurology Associates Centerl Jrsy,7327886537,x,Registered,Registered,$3.50 ,
2/6/2017,F,Jim McGonigle,003G000000rdyKwIAI,001G000000gwpzQIAQ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Family Care Center,3133691600,x,Registered,Registered,$3.50 ,
2/6/2017,F,Jim McGonigle,003G0000013qFgXIAU,001A000000W8dTdIAJ,OTM Responder - 2017 Jacksonville Dinner Seminar,Harry M Koslowski MD PA,9043670707,x,Registered,Registered,$3.50 ,
2/6/2017,F,Kevin Clinton,003A000000ad4FuIAI,001A000000W98gTIAR,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Satyeswara K Sarode MD,7324220212,x,Registered,Registered,$3.50 ,
2/6/2017,F,Kevin Clinton,003G000002YdivmIAB,001G000001zS4lOIAS,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Infinity Orthopedics,9083647801,x,Registered,Registered,$3.50 ,
2/6/2017,F,Lauren Gerry,003G000002a9hQ7IAI,001G000001qkxVzIAI,OTM Responder - 2017 Jacksonville Dinner Seminar,Normandy Village Dialysis Center,9047817272,x,Registered,Registered,$3.50 ,
2/6/2017,F,Lauren Gerry,003G000002a9hPmIAI,001G000001qkrODIAY,OTM Responder - 2017 Jacksonville Dinner Seminar,Dorothy L Walbey DPM PA,9047574070,x,Registered,Registered,$3.50 ,
2/6/2017,F,Robyn Davis,003A000000e7VLfIAM,001A000000W8hZfIAJ,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Gyan C Surana MD,4108676764,x,Registered,Registered,$3.50 ,
2/6/2017,F,Robyn Davis,003G000000rdskjIAA,001G000000gwsIlIAI,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Valley-Spring Eyecare Center,9737624996,x,Registered,Registered,$3.50 ,
2/7/2017,F,Allison Novak,003A000000ewgc8IAA,001A000000W94EqIAJ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Detroit Foot & Ankle Clinic,3138630600,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003G0000025AHRJIA4,001A000000W8xaYIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Haddad Internal Medicine,3138431973,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003A000000ewbiuIAA,001A000000W9KF0IAN,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Nakkash & Nakkash MDs,2485269999,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003A000000ewceIIAQ,001A000000W8iPNIAZ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Robert M Stein DPM,3138716106,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003G0000013qNpiIAE,001A000000W9AW2IAN,OTM Responder - 2017 Jacksonville Dinner Seminar,Fatah A Wallizada MD,9043885832,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003A000000adEOIIA2,001A000000W8q4jIAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Monroe Foot & Ankle Care,7325212155,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003G000001Aa6RZIAZ,001G000000vLuIhIAK,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Dr Inderjit Kainth MD,7323211600,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anne Peabody,003G000002YdwBPIAZ,001G000001zSEwWIAW,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Dr Andrew Schmierer,6098609111,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anthony Ryan,003A000000bk1caIAA,001A000000W8hbbIAB,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Ala E Imam  MD,2486253000,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anthony Ryan,003G000001tWQ75IAG,001A000000W9Iz0IAF,OTM Responder - 2017 Jacksonville Dinner Seminar,Medcare MD PA,9048805220,x,Registered,Registered,$3.50 ,
2/7/2017,F,Anthony Ryan,003A000000fYjeRIAS,001A000000W8z8DIAR,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Healthy Life Family Medicine,6238893477,x,Registered,Registered,$3.50 ,
2/7/2017,F,Debora Fleury,003A000000ewhSWIAY,001A000000W8usSIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Zicherman & Zicherman DPMs,3133410953,x,Registered,Registered,$3.50 ,
2/7/2017,F,Debora Fleury,003A000000fZ4dCIAS,001A000000W8dqkIAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Mount Mederi Medicine,4809050000,x,Registered,Registered,$3.50 ,
2/7/2017,F,Gerard Pitts,003A000000cyQ76IAE,001A000000W8n15IAB,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Ramalingeswara R Yalamanchi MD,7342827353,x,Registered,Registered,$3.50 ,
2/7/2017,F,Gerard Pitts,003A000000fxy3WIAQ,001A000000W9HMCIA3,OTM Responder - 2017 Jacksonville Dinner Seminar,Lake Butler Hospital,3864962323,x,Registered,Registered,$3.50 ,
2/7/2017,F,John Bonetti,003G000000z6PBwIAM,001G000000mHSV7IAO,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Spirit OB/GYN,7344218600,x,Registered,Registered,$3.50 ,
2/7/2017,F,John Bonetti,003A000000evDOSIA2,001A000000W8aA5IAJ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Associates Foot Ortho Health Center,2483565900,x,Registered,Registered,$3.50 ,
2/7/2017,F,John Bonetti,003A000000adHZpIAM,001A000000W9BRtIAN,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Livingston Pediatrics,7322467171,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jeff Grygiel,003G000001AbB11IAF,001G000000vM9C3IAK,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Charles Dickson MD,2485695985,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jeff Grygiel,003A000000evKUgIAM,001A000000W9DSNIA3,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Lincoln Medical Center,2485573337,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jeff Grygiel,003G000002B73tpIAB,001G000001lkis6IAA,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Advance Caring Physicians,3133971907,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jeff Grygiel,003A000000adA5JIAU,001A000000W9891IAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Chau Kai Kong DPM,9088747592,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jim McGonigle,003G000000rdyEVIAY,001G000000gwpWQIAY,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Macomb Primary Care,5863230301,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jim McGonigle,003A000000ad6m8IAA,001A000000W8yVyIAJ,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Diagnostic Heart Center,7326839955,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jim McGonigle,003G000000rdzSNIAY,001G000000gwsJFIAY,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Singh Medical Clinic,6029382300,x,Registered,Registered,$3.50 ,
2/7/2017,F,Jim McGonigle,003A000000fYi5qIAC,001A000000Xyvv3IAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Arrowhead Pediatrics,6235615437,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003A000000ewfJ6IAI,001A000000W8pTAIAZ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Sterling Pediatric Center,5869392229,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003G000002b50nJIAQ,001G000001zSEafIAG,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Ana Pain Managment,5862867246,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003G000000qbHswIAE,001G000000gf2biIAA,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Campbell Urgent Care,2488508395,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003G000001g1vTJIAY,001G0000014BAV4IAO,OTM Responder - 2017 Jacksonville Dinner Seminar,Drlivio Pardi Md,9125766470,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003A000000adDAVIA2,001A000000W8eliIAB,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Mark L Niemiera MD,7324421441,x,Registered,Registered,$3.50 ,
2/7/2017,F,Kevin Clinton,003A000000adGt8IAE,001A000000W8U1KIAV,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Surgical Podiatry Associates,9733993232,x,Registered,Registered,$3.50 ,
2/7/2017,F,Lauren Gerry,003A000000ewk3CIAQ,001A000000W8cxQIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Spine Specialists Of Michigan,2487929496,x,Registered,Registered,$3.50 ,
2/7/2017,F,Lauren Gerry,003G000002YdwjHIAR,001G000001zSEmqIAG,OTM Responder - 2017 Jacksonville Dinner Seminar,First Coast Podiatry,9043541192,x,Registered,Registered,$3.50 ,
2/7/2017,F,Paul Gallant,003A000000evBoEIAU,001A000000W96NBIAZ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Seemab G Khan MD PC,7345221406,x,Registered,Registered,$3.50 ,
2/7/2017,F,Paul Gallant,003G000002LDkGTIA1,001G000001qkriqIAA,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Brunswick Foot & Ankle Group,7322975800,x,Registered,Registered,$3.50 ,
2/7/2017,F,Robyn Davis,003G000000reZ1RIAU,001G000000gwp3XIAQ,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Arizona Maternity/Woman's Clinic,6235477205,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anne Peabody,003A000000ewjt0IAA,001A000000W8mNMIAZ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Bruce A Tabak DPM,2486281880,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anne Peabody,003G0000013qM3HIAU,001A000000W8lFLIAZ,OTM Responder - 2017 Jacksonville Dinner Seminar,Luis F Anez MD,9042605757,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anne Peabody,003G0000012gMVOIA2,001G000000pGWVvIAO,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Merit Medical,7325295960,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anne Peabody,003G000002LDpqFIAT,001G000001qkxa2IAA,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Elite Podiatry,4802133011,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anthony Ryan,003A000000ewc5MIAQ,001A000000W9EGUIA3,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Tri County Endo,5869398480,x,Registered,Registered,$3.50 ,
2/8/2017,F,Anthony Ryan,003A000000adPrEIAU,001A000000W8J1ZIAV,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Brunswick Internal Medicine Group,7329407777,x,Registered,Registered,$3.50 ,
2/8/2017,F,Debora Fleury,003A000000evImyIAE,001A000000Xy8SyIAJ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Benenati Foot & Ankle Care Center,5867796140,x,Registered,Registered,$3.50 ,
2/8/2017,F,Debora Fleury,003A000000cIa3uIAC,001A000000W90abIAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Desert Heart Center,6029712761,x,Registered,Registered,$3.50 ,
2/8/2017,F,Debora Fleury,003A000000ewJdCIAU,001A000000W8VoTIAV,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Muhammad H Al-Midani MD FACP,8107430680,x,Registered,Registered,$3.50 ,
2/8/2017,F,Gerard Pitts,003A000000adHdFIAU,001A000000W8kT7IAJ,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Providence Medical Center,7322028847,x,Registered,Registered,$3.50 ,
2/8/2017,F,Gerard Pitts,003A000000ad8GdIAI,001A000000W8S9NIAV,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Rainbow Medical Clinic,7326790660,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jeff Grygiel,003A000000evAAGIA2,001A000000W94dKIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Premiere Orthopedics,3135654948,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jeff Grygiel,003A000000ewJFcIAM,001A000000W8s5XIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Oakland County Urologists,2486762503,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jeff Grygiel,003A000000ad9hgIAA,001A000000W931ZIAR,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Union Dermatology Center,9086887546,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jeff Grygiel,003A000000adC2GIAU,001A000000W8KKeIAN,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Central Jersey Gastroenterology,7327804224,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jeff Grygiel,003G000000rdsxEIAQ,001G000000gwrtNIAQ,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Mercer Allergy Asthma Center,6093716222,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jim McGonigle,003A000000ev7R4IAI,001A000000W9LqwIAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Somerset Skin Centre,2482448448,x,Registered,Registered,$3.50 ,
2/8/2017,F,Jim McGonigle,003A000000fydDDIAY,001G000000mIRF3IAO,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Mesa Pediatrics Professional Association,4802142300,x,Registered,Registered,$3.50 ,
2/8/2017,F,John Bonetti,003A000000ev9OiIAI,001A000000W8N5kIAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Healing Hands Family Health Center,5867765677,x,Registered,Registered,$3.50 ,
2/8/2017,F,John Bonetti,003G000002d46JcIAI,001G0000021OtudIAC,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Positive Reset,7329554141,x,Registered,Registered,$3.50 ,
2/8/2017,F,John Bonetti,003G000000zmNiuIAE,001A000000W8sBJIAZ,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Phoenix Gastroenterology Associates,6239078686,x,Registered,Registered,$3.50 ,
2/8/2017,F,Kevin Clinton,003G0000013VH82IAG,001G000000pHd79IAC,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Matthews Medical Center,2482509474,x,Registered,Registered,$3.50 ,
2/8/2017,F,Lauren Gerry,003A000000bkKHvIAM,001A000000W9JPPIA3,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Warner Family Practice,4808318457,x,Registered,Registered,$3.50 ,
2/8/2017,F,Paul Gallant,003G000001PbTa7IAF,001G000001APJt3IAH,OTM Responder - 2017 Jacksonville Dinner Seminar,Dr Lalit Kanaparthi,9044010115,x,Registered,Registered,$3.50 ,
2/8/2017,F,Robyn Davis,003A000000evI7eIAE,001A000000W9LEdIAN,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Advanced Foot & Ankle Center,5867713550,x,Registered,Registered,$3.50 ,
2/8/2017,F,Sherina Howard,003A000000bkGC9IAM,001A000000W91MWIAZ,OTM Responder - 2017 Jacksonville Dinner Seminar,Morteza G Yavari MD,9047302553,x,Registered,Registered,$3.50 ,
2/9/2017,F,Anne Peabody,003G000000z6Mz7IAE,001A000000W8KdNIAV,OTM Responder - 2017 Jacksonville Dinner Seminar,Ashfaq L Kudia MD,9044619330,x,Registered,Registered,$3.50 ,
2/9/2017,F,Anne Peabody,003A000000ad6ewIAA,001A000000W8KCxIAN,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Livingston Foot Care,7322461377,x,Registered,Registered,$3.50 ,
2/9/2017,F,Anne Peabody,003G000002LDdsZIAT,001G000001qksI4IAI,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Movement Disorders Center Of AZ,4805265441,x,Registered,Registered,$3.50 ,
2/9/2017,F,Anne Peabody,003G0000013VMIEIA4,001G000000pHhXhIAK,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Valley Chest/Vascular Surgeons,6026332247,x,Registered,Registered,$3.50 ,
2/9/2017,F,Barnaby Thomas,003G000002B5vNyIAJ,001G000001lSjE0IAK,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Arrow Medical,6029045040,x,Registered,Registered,$3.50 ,
2/9/2017,F,John Bonetti,003A000000ewdHwIAI,001A000000Or0iiIAB,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Allergy & Asthma Physicians,2486511133,x,Registered,Registered,$3.50 ,
